"","Datasets","volume","center_x","center_y","MERFISH_cell_type_annotation","Region","Excitatory_vs_Inhibitory","Segment","Gender","Mouse_ID","AP_position","Section_ID"
"2946331700000019907","20240415",2038.08447265625,10509.1693378962,3636.52159272172,"DH_ex_Reln",1,"excitatory",6,"female","F2",2,"0415_F2_L"
"2795903600516100151","20240613",3038.4111328125,6241.784293648,9209.39303937822,"endothelial",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2946331700000011126","20240415",2584.42919921875,10287.0810478734,2070.780047482,"astrocyte_1",NA,NA,NA,"female","F2",4,"0415_F2_T"
"2795584800434200032","20240610",1448.64611816406,782.466243546238,7153.13115138259,"DH_ex_Grpr",1,"excitatory",2,"female","F4",1,"0610_F4_C"
"2656144900297200042","20240328",2459.55078125,9071.85866742894,3130.39440857247,"meninges_1",NA,NA,NA,"male","M1",4,"0328_M1_T"
"2707737900101100147","20240415",775.138488769531,11275.5531126215,9876.78675536555,"DH_ex_Nmu/Tac2",1,"excitatory",8,"female","F1",2,"0415_F1_L"
"2796212800920100186","20240613",2602.48217773438,9557.0263588503,7966.74520894827,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",1,"0613_F4_C"
"2796212801076100088","20240613",1717.13342285156,8278.68417430483,9325.80738721183,"meninges_2",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2787889600361100176","20240503",1726.70971679688,2638.24475263162,8703.01238442335,"astrocyte_1",NA,NA,NA,"male","M5",3,"0503_M5_S"
"2656144900423100118","20240328",4161.99951171875,7907.48812466573,4566.27982773297,"astrocyte_1",NA,NA,NA,"male","M2",4,"0328_M2_T"
"2656144900479100069","20240328",1833.28527832031,8984.39913988896,5075.71169774119,"oligodendrocyte_2",NA,NA,NA,"male","M2",2,"0328_M2_L"
"2656144900588100091","20240328",4015.67919921875,10363.3388002991,6169.69618919529,"oligodendrocyte_2",NA,NA,NA,"male","M1",2,"0328_M1_L"
"2707737900049100026","20240415",1851.14196777344,11248.0270189155,8625.37315830635,"oligodendrocyte_1",NA,NA,NA,"female","F1",2,"0415_F1_L"
"2796212800355100039","20240613",1481.8974609375,3559.78724769317,3056.1031801491,"oligodendrocyte_1",NA,NA,NA,"female","F3",3,"0613_F3_S"
"2656144900584100215","20240328",2979.38671875,9316.28530077924,6295.31356906052,"oligodendrocyte_1",NA,NA,NA,"male","M2",2,"0328_M2_L"
"2726562700233100049","20240422",2525.97729492188,9327.36400400483,10979.0193836503,"DM_ex_Zfhx3",2,"excitatory",11,"female","F2",2,"0422_F2_L"
"2707604700342100017","20240415",4059.888671875,3617.23326458731,9076.63739788008,"MV_in_Gm26673",4,"inhibitory",19,"male","M2",1,"0415_M2_C"
"2787445900231100134","20240503",1531.16943359375,2508.75886082224,1713.80032438639,"astrocyte_1",NA,NA,NA,"female","F5",2,"0503_F5_L"
"2787445900050100097","20240503",3054.1162109375,3862.54504703963,246.744849932933,"DH_ex_Maf/Cck",1,"excitatory",10,"female","F5",4,"0503_F5_T"
"2707604800058100104","20240415",595.688903808594,4664.59825399262,3749.95122003136,"alpha_motoneuron",NA,NA,22,"male","M1",2,"0415_M1_L"
"2795584800400100402","20240610",3835.85205078125,1141.57435918021,7110.52404389641,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",1,"0610_F4_C"
"2795903600006100074","20240613",3020.47192382812,1706.67522972143,3971.9958913782,"MV_in_Sema5b",4,"inhibitory",15,"male","M5",3,"0613_M5_S"
"2707604800280100016","20240415",972.878295898438,2214.43850717176,6591.22038751305,"Schwann_cell",NA,NA,NA,"male","M1",4,"0415_M1_T"
"2707604700250100162","20240415",1561.03186035156,4877.98501920013,8109.05824429018,"DH_in_Npy2r",1,"inhibitory",9,"male","M2",4,"0415_M2_T"
"2707604000054100060","20240415",4510.8681640625,7069.97462414685,8262.95181904206,"astrocyte_1",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2946331700000001665","20240415",1863.61853027344,8371.2267966698,712.057402415259,"M_in_Tfap2b",3,"inhibitory",12,"female","F2",1,"0415_F2_C"
"2787445900097100032","20240503",2276.05541992188,6489.49326080235,513.65197710591,"DH_in_Pdyn/Gal",1,"inhibitory",5,"female","F5",1,"0503_F5_C"
"2795903600354100114","20240613",2163.22436523438,4703.58480771506,7490.20464114484,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",4,"0613_M5_T"
"2795903600641100239","20240613",3097.24755859375,4800.18752644199,10691.3845794696,"oligodendrocyte_progenitor_1",NA,NA,NA,"male","M4",1,"0613_M4_C"
"2946331700000005130","20240415",1558.38696289062,9272.5107662598,1092.41939781222,"MV_in_Gabra1",4,"inhibitory",16,"female","F2",1,"0415_F2_C"
"2787889600059100183","20240503",3565.46801757812,8767.77201725915,6262.85742892162,"MV_ex_Syt2",4,"excitatory",14,"male","M5",1,"0503_M5_C"
"2795903600616100042","20240613",4708.634765625,5021.19562320272,10247.5305088427,"M_in_Tfap2b",3,"inhibitory",12,"male","M4",1,"0613_M4_C"
"2795103300345100187","20240610",3732.26489257812,8810.11753617553,2587.11974618415,"MV_in_Gabra1",4,"inhibitory",16,"male","M5",3,"0610_M5_S"
"2707737900021200024","20240415",5571.90478515625,10515.038837252,8075.59883735399,"ependymal",NA,NA,NA,"female","F1",3,"0415_F1_S"
"2707737900021100149","20240415",1972.81140136719,10460.8343491813,8158.03035440785,"oligodendrocyte_1",NA,NA,NA,"female","F1",3,"0415_F1_S"
"2707737900087100192","20240415",1702.5986328125,10936.629893411,9642.42020452919,"MV_ex_Shox2",4,"excitatory",18,"female","F1",2,"0415_F1_L"
"2795903600517100085","20240613",2030.77563476562,6678.01142478455,9130.00494283867,"endothelial",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2946331700000012532","20240415",2390.5927734375,10236.1699400324,2394.69783415541,"DH_in_Cdh3",1,"inhibitory",10,"female","F2",4,"0415_F2_T"
"2787445900752100165","20240503",2357.81665039062,3551.93458916241,5748.58335273828,"endothelial",NA,NA,NA,"female","F3",2,"0503_F3_L"
"2656144900166100113","20240328",4380.44091796875,8847.09122296391,1708.38836929528,"astrocyte_1",NA,NA,NA,"male","M1",1,"0328_M1_C"
"2795903600059100029","20240613",2363.23681640625,2182.68947708448,4326.21189892557,"DH_ex_Reln/Nmur2",1,"excitatory",3,"male","M5",3,"0613_M5_S"
"2787445900580100145","20240503",5069.3720703125,7194.42017608357,4374.7087518021,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2945606900000001552","20240328",2395.46142578125,709.594317830008,5163.12200520496,"DH_ex_Prkcg/Nts",1,"excitatory",8,"female","F1",1,"0328_F1_C"
"2656144900190100266","20240328",1658.31848144531,8183.20056685717,2084.45365552072,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M1",1,"0328_M1_C"
"2795903600033100179","20240613",1570.49108886719,2039.68103485591,4284.11166172536,"MV_in_Gabra1",4,"inhibitory",16,"male","M5",3,"0613_M5_S"
"2787889600480100065","20240503",678.54345703125,5812.96851919417,9435.21561174808,"MV_in_Gm26673",4,"inhibitory",19,"male","M4",2,"0503_M4_L"
"2787889600362100215","20240503",2571.84790039062,2769.16745417292,8776.24811950412,"oligodendrocyte_1",NA,NA,NA,"male","M5",3,"0503_M5_S"
"2787445900225100171","20240503",3414.625,839.351146576621,1756.00256779627,"DH_ex_Sox5/Tac1",1,"excitatory",5,"female","F5",3,"0503_F5_S"
"2796212800563100112","20240613",4558.67138671875,7959.66142500564,4893.83591705665,"astrocyte_2",NA,NA,NA,"female","F4",4,"0613_F4_T"
"2787445900861100089","20240503",2350.40844726562,2758.02775488974,6524.96638508474,"astrocyte_1",NA,NA,NA,"female","F3",3,"0503_F3_S"
"2795903600462100093","20240613",2637.12353515625,5810.27370840966,8609.30694018916,"endothelial",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2707604700131100047","20240415",601.935607910156,5043.43318837689,6609.71732029412,"DM_ex_Zfhx3",2,"excitatory",11,"male","M2",2,"0415_M2_L"
"2707604700271100260","20240415",1035.53137207031,3923.35638121703,8450.96914850973,"DH_ex_Reln/Nmur2",1,"excitatory",3,"male","M2",4,"0415_M2_T"
"2795903600694200027","20240613",3861.83471679688,5062.70445075518,11088.6284825572,"oligodendrocyte_1",NA,NA,NA,"male","M4",1,"0613_M4_C"
"2787445900265100216","20240503",1439.13830566406,1727.28930177516,2028.39557097925,"DH_ex_Tac2",1,"excitatory",8,"female","F5",2,"0503_F5_L"
"2787445900859100117","20240503",2496.00634765625,2302.93314713897,6457.12186390799,"MV_in_Gabra1",4,"inhibitory",16,"female","F3",3,"0503_F3_S"
"2795103300160100095","20240610",629.84765625,5895.94559982431,1070.36433742463,"oligodendrocyte_1",NA,NA,NA,"male","M4",2,"0610_M4_L"
"2787445900193100122","20240503",3415.77319335938,2319.61187896147,1469.12232831024,"DH_ex_Reln/Nmur2",1,"excitatory",3,"female","F5",2,"0503_F5_L"
"2787445900252100013","20240503",2794.21801757812,8434.66931323009,1582.55590001598,"astrocyte_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2787889600583100038","20240503",3297.8935546875,4297.384409644,10261.1818955447,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",3,"0503_M4_S"
"2796212800142100152","20240613",1995.59301757812,6606.73317763675,1134.00763389142,"endothelial",NA,NA,NA,"female","F5",3,"0613_F5_S"
"2707604700200100133","20240415",2218.48754882812,4177.70067396849,7625.29057872901,"astrocyte_1",NA,NA,NA,"male","M2",4,"0415_M2_T"
"2787445900087100060","20240503",4456.330078125,3735.80872912525,564.926141807635,"astrocyte_2",NA,NA,NA,"female","F5",4,"0503_F5_T"
"2707604800059100087","20240415",2874.3154296875,4772.63141810696,3635.46574895876,"alpha_motoneuron",NA,NA,22,"male","M1",2,"0415_M1_L"
"2787445900752100043","20240503",3260.09204101562,3397.25696587638,5556.66806846198,"astrocyte_1",NA,NA,NA,"female","F3",2,"0503_F3_L"
"2707604000086100185","20240415",667.6845703125,7729.98217632505,8940.36883469361,"DH_in_Npy",1,"inhibitory",4,"male","M3",2,"0415_M3_L"
"2795103300063100206","20240610",2834.61474609375,8094.30181165971,448.405284534558,"DH_ex_Gpr83",1,"excitatory",2,"male","M4",3,"0610_M4_S"
"2796212800396100144","20240613",2823.99731445312,6045.36625638325,3384.77087290306,"MV_ex_Syt2",4,"excitatory",14,"female","F4",2,"0613_F4_L"
"2656144300162100014","20240328",2072.65405273438,8351.26190742433,12163.3609048053,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F2",2,"0328_F2_L"
"2707604000086100021","20240415",2946.03735351562,7692.14523128935,8783.74764783654,"astrocyte_1",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2707604000155100092","20240415",853.179016113281,5882.52036254984,10260.0743557937,"DH_ex_Prkcg/Cck",1,"excitatory",8,"male","M3",4,"0415_M3_T"
"2787889600057100125","20240503",1045.07348632812,8131.12669876288,6181.23559522201,"DH_ex_Maf/Slc17a8",1,"excitatory",10,"male","M5",1,"0503_M5_C"
"2707737900144100205","20240415",2015.25537109375,8751.51641057922,10971.7807967302,"MV_in_Esrrb",4,"inhibitory",14,"female","F1",4,"0415_F1_T"
"2796212800418100152","20240613",2106.025390625,3378.08546485705,3739.25152118516,"gamma_motoneuron",NA,NA,22,"female","F3",3,"0613_F3_S"
"2787889600518100079","20240503",2614.61499023438,6337.28917252447,9748.91106095689,"oligodendrocyte_2",NA,NA,NA,"male","M4",2,"0503_M4_L"
"2787445900360100208","20240503",2518.1279296875,7709.13562751049,2700.28175127198,"astrocyte_1",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2707604800445100185","20240415",2424.7158203125,1299.54988077068,8942.31112489139,"DH_in_Pdyn",1,"inhibitory",2,"male","M1",1,"0415_M1_C"
"2707604700106100156","20240415",2882.09838867188,4653.09037972103,6523.2585350984,"oligodendrocyte_2",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2707737900110100007","20240415",2757.16577148438,10118.959690224,10027.3793120187,"astrocyte_2",NA,NA,NA,"female","F1",2,"0415_F1_L"
"2795903600348100132","20240613",2659.25366210938,2876.34125736315,7497.91067207803,"oligodendrocyte_2",NA,NA,NA,"male","M4",2,"0613_M4_L"
"2795584800419100108","20240610",2090.52563476562,6495.91280821443,6909.7921015554,"oligodendrocyte_2",NA,NA,NA,"female","F4",2,"0610_F4_L"
"2656143800393200013","20240328",4209.7001953125,6105.55329465593,6563.279315555,"astrocyte_1",NA,NA,NA,"male","M3",2,"0328_M3_L"
"2656144300102100179","20240328",2001.28283691406,10659.4212828015,11545.6214825059,"DH_ex_Reln",1,"excitatory",6,"female","F2",4,"0328_F2_T"
"2945606900000028496","20240328",1664.09228515625,5252.81189057691,9749.62574025335,"endothelial",NA,NA,NA,"female","F1",3,"0328_F1_S"
"2795103300410100288","20240610",3037.57592773438,7447.90650226508,3229.08984731368,"oligodendrocyte_1",NA,NA,NA,"male","M5",2,"0610_M5_L"
"2796212800536100091","20240613",1644.42810058594,9489.94257055968,4466.73668601294,"Schwann_cell",NA,NA,NA,"female","F5",1,"0613_F5_C"
"2787445900698100134","20240503",3972.78735351562,8944.18966150191,5167.01476762425,"oligodendrocyte_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2787445900660100194","20240503",2057.74536132812,8691.84446835145,4883.73966355331,"endothelial",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2787445900095100103","20240503",2978.771484375,5945.03943057032,637.882831512688,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",1,"0503_F5_C"
"2787445900432100051","20240503",4665.87939453125,7017.57361847337,3038.48545149999,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2787889600094100239","20240503",2917.53369140625,8485.85283983569,6497.39265817334,"endothelial",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2656144900609100174","20240328",2530.15112304688,8972.55764397433,6575.97336628287,"DH_ex_Prkcg/Nts",1,"excitatory",8,"male","M2",2,"0328_M2_L"
"2787889600518100141","20240503",4157.576171875,6259.2159005584,9936.82302785631,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",2,"0503_M4_L"
"2707604000057100275","20240415",4089.70629882812,7922.02612988043,8423.92693809334,"oligodendrocyte_2",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2656144900110100072","20240328",2324.05786132812,7657.44464247019,1090.31504695863,"astrocyte_1",NA,NA,NA,"male","M1",1,"0328_M1_C"
"2787889600193100194","20240503",3050.25537109375,5888.31673811923,7400.13860841261,"DH_ex_Prkcg/Rxfp1",1,"excitatory",6,"male","M5",4,"0503_M5_T"
"2787445900685100065","20240503",1582.34619140625,5431.460658108,5166.74388105006,"astrocyte_2",NA,NA,NA,"female","F3",4,"0503_F3_T"
"2795584800388100087","20240610",995.449096679688,8119.89552793786,6720.24811086577,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",3,"0610_F4_S"
"2787889600478100046","20240503",3795.73120117188,4992.38566636737,9415.39147874812,"astrocyte_1",NA,NA,NA,"male","M4",2,"0503_M4_L"
"2796212800456100298","20240613",2893.53173828125,5040.47981242184,4040.25732226286,"DH_in_Npy2r",1,"inhibitory",9,"female","F3",2,"0613_F3_L"
"2795103300181100070","20240610",3907.72192382812,1989.18458215722,1369.04442803864,"oligodendrocyte_1",NA,NA,NA,"male","M4",1,"0610_M4_C"
"2787889600379100095","20240503",2060.29516601562,7646.94960493455,8721.68604378257,"DH_ex_Sox5",1,"excitatory",5,"male","M4",4,"0503_M4_T"
"2707737900120100153","20240415",5238.33935546875,9148.58714194686,10538.6191352383,"oligodendrocyte_1",NA,NA,NA,"female","F1",4,"0415_F1_T"
"2707604700363100162","20240415",1515.90222167969,2677.66534381445,9543.33286023492,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M2",1,"0415_M2_C"
"2787445900126100072","20240503",1407.45153808594,4179.82164059981,900.376513198629,"endothelial",NA,NA,NA,"female","F5",4,"0503_F5_T"
"2795584800202100191","20240610",2405.46752929688,6428.83743060631,5345.24163444145,"M_in_Tfap2b",3,"inhibitory",12,"female","F3",2,"0610_F3_L"
"2656144900351100151","20240328",1380.70178222656,9593.71195624827,3643.15039657164,"endothelial",NA,NA,NA,"male","M1",4,"0328_M1_T"
"2795903600300100043","20240613",2271.7373046875,4138.95366782526,6865.98088339527,"DH_ex_Sox5",1,"excitatory",5,"male","M5",4,"0613_M5_T"
"2656144900537100149","20240328",1951.36169433594,10630.3254479781,5692.91981886895,"oligodendrocyte_1",NA,NA,NA,"male","M1",2,"0328_M1_L"
"2787445900327100116","20240503",3349.396484375,8822.87596726127,2328.99654167169,"endothelial",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2795903600669100305","20240613",2110.943359375,5498.1635694766,11050.6849101235,"MV_ex_Shox2",4,"excitatory",18,"male","M4",1,"0613_M4_C"
"2795584800449100206","20240610",4799.2724609375,5027.69499244628,7318.47818469386,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",4,"0610_F4_T"
"2795584800103100060","20240610",651.439270019531,8825.47109419969,4377.23625355645,"beta_motoneuron",NA,NA,22,"female","F3",3,"0610_F3_S"
"2787889600230100269","20240503",3683.62768554688,6359.97519476665,7653.42673975774,"oligodendrocyte_1",NA,NA,NA,"male","M5",4,"0503_M5_T"
"2787445900324100101","20240503",1904.57678222656,7901.27070192026,2228.3248448598,"endothelial",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2946331700000003291","20240415",1328.35400390625,8726.99918086262,916.393147706578,"astrocyte_1",NA,NA,NA,"female","F2",1,"0415_F2_C"
"2795903600463100037","20240613",2507.28344726562,5867.6685874325,8555.29376151363,"oligodendrocyte_2",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2656143800029200138","20240328",3140.33618164062,2331.7319857968,2880.85487672436,"endothelial",NA,NA,NA,"male","M3",1,"0328_M3_C"
"2795103300346100275","20240610",4058.95629882812,8886.72906297568,2666.31546312378,"MV_in_Gabra1",4,"inhibitory",16,"male","M5",3,"0610_M5_S"
"2796212800207200125","20240613",3205.49438476562,7025.1885066554,1793.26849786507,"astrocyte_1",NA,NA,NA,"female","F5",2,"0613_F5_L"
"2787445900127100018","20240503",757.184631347656,4547.29960521375,743.399072516651,"DH_ex_Prkcg/Nts",1,"excitatory",8,"female","F5",4,"0503_F5_T"
"2795903600193100019","20240613",5217.97607421875,3210.36610562983,5730.73629913985,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",2,"0613_M5_L"
"2796212800429100202","20240613",1613.08459472656,6353.83500350639,3692.0995713342,"MV_in_Gabra1",4,"inhibitory",16,"female","F4",2,"0613_F4_L"
"2787445900537100049","20240503",2947.15307617188,5380.29532664304,3874.7676432397,"oligodendrocyte_2",NA,NA,NA,"female","F4",4,"0503_F4_T"
"2946331700000018420","20240415",2979.16381835938,10411.2603901664,3562.0765345493,"endothelial",NA,NA,NA,"female","F2",2,"0415_F2_L"
"2707604800424100118","20240415",3448.41259765625,1159.49692433525,8654.1196238884,"MV_in_Chrna2",4,"inhibitory",19,"male","M1",1,"0415_M1_C"
"2656144900565100164","20240328",2365.71997070312,11207.0934915877,6077.82575467182,"endothelial",NA,NA,NA,"male","M1",2,"0328_M1_L"
"2946331700000014941","20240415",1478.72302246094,12314.3008910987,2589.56412711387,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F2",3,"0415_F2_S"
"2795584800222100094","20240610",3577.49584960938,1723.38647701102,5554.1577296436,"meninges_3",NA,NA,NA,"female","F3",1,"0610_F3_C"
"2707604700363200032","20240415",3809.26977539062,2708.5879468172,9410.52609251111,"oligodendrocyte_progenitor_1",NA,NA,NA,"male","M2",1,"0415_M2_C"
"2787445900790100045","20240503",3403.14819335938,3817.55017056072,5838.90553921484,"astrocyte_2",NA,NA,NA,"female","F3",2,"0503_F3_L"
"2787445900249100097","20240503",660.001770019531,7521.20983663376,1750.81778426748,"DH_ex_Sox5/Tac1",1,"excitatory",5,"female","F4",1,"0503_F4_C"
"2795584800494100150","20240610",1571.92211914062,7337.52653861878,7484.77259991047,"DH_ex_Reln/Nmur2",1,"excitatory",3,"female","F4",2,"0610_F4_L"
"2787889600549100068","20240503",3755.28393554688,4764.44304649497,10044.494638172,"astrocyte_2",NA,NA,NA,"male","M4",2,"0503_M4_L"
"2795103300382100017","20240610",2584.03857421875,9390.12657900382,2709.18176747442,"astrocyte_2",NA,NA,NA,"male","M5",3,"0610_M5_S"
"2787889600230100144","20240503",1792.328125,6320.60553614458,7530.44928628553,"endothelial",NA,NA,NA,"male","M5",4,"0503_M5_T"
"2796212800296100102","20240613",2048.94384765625,4854.91260535829,2475.90300153929,"M_in_Tfap2b",3,"inhibitory",12,"female","F4",3,"0613_F4_S"
"2946331700000015824","20240415",2505.95288085938,10892.0353428693,2831.71051607747,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F2",2,"0415_F2_L"
"2656144900111100164","20240328",1630.54907226562,7806.92094571369,1149.11401504459,"DH_ex_Prkcg/Nts",1,"excitatory",8,"male","M1",1,"0328_M1_C"
